"ML Catalog Number",Format,"Scientific Name","Common Name","Background Species",Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,"Elevation (m)",Age/Sex,Behaviors,Playback,Collected,"Specimen ID","Home Archive Catalog Number",Recorder,Microphone,Accessory,"Partner Institution","eBird Checklist ID",Unconfirmed?,"Air Temp(ºC)","Water Temp(ºC)","Media notes","Observation Details",Class,Order,Family,"Parent Species","eBird Species Code","Taxon Category","Taxonomic Sort","Recordist 2 Display Name","Recordist 2 Profile URL","Average Community Rating","Number of Ratings","Asset State","Asset Tags","Contributor Profile URL","Original Image Height","Original Image Width","Specimen Page URL","eBird Checklist URL","ebird Species URL",isInternalUser,mediaDownloadUrl,report_as
98781,Audio,"Bernieria madagascariensis","Long-billed Bernieria",,"Lucienne Wilmé",10/12/1988,1988,10,12,0,Madagascar,MG-D,Antsiranana,,"Reserve Naturelle Integrale 12 de Marojejy",-14.4333,49.25,,,Song,Unspecified,,,,"SONY TC-D5M","Sennheiser ME 88",,,,,,,"NOTES: Recordist- Phyllastrephus madagascariensis ?; 1 ind. in bush, responds to playback, but not seenElevation:  500m<alt.<2000m.",,,,,"Bernieria madagascariensis",lobber1,Species,22982.0,,,3.0,1,committed,archive,,,,"https://macaulaylibrary.org/asset/98781",,"https://ebird.org/species/lobber1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",lobber1
98777,Audio,"Calicalicus madagascariensis","Red-tailed Vanga",,"Lucienne Wilmé",10/12/1988,1988,10,12,940,Madagascar,MG-D,Antsiranana,,"Reserve Naturelle Integrale 12 de Marojejy",-14.4333,49.25,,"Female – 1; Male – 1","Call; Song",Unspecified,,,,"SONY TC-D5M","Sennheiser ME 88",,,,,,,"NOTES: Recordist- song of the male & answer of the femaleElevation:  500m<alt.<2000m. Same subject(s) as LNS 98775.",,,,,"Calicalicus madagascariensis",retvan1,Species,19093.0,,,3.0,1,committed,archive,,,,"https://macaulaylibrary.org/asset/98777",,"https://ebird.org/species/retvan1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",retvan1
98770,Audio,"Xenopirostris xenopirostris","Lafresnaye's Vanga",,"Lucienne Wilmé",5/20/1988,1988,5,20,630,Madagascar,MG-U,Toliara,,"Reserve Naturelle Integrale 10 de Tsimanampetotsa",-24.1667,43.7667,,,,Unspecified,,,,"SONY TC-D5M","Sennheiser ME 88",,,,,,,"NOTES: Elevation:  38m<alt.<114m.",,,,,"Xenopirostris xenopirostris",lafvan1,Species,19119.0,,,3.0,1,committed,archive,,,,"https://macaulaylibrary.org/asset/98770",,"https://ebird.org/species/lafvan1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",lafvan1
98769,Audio,"Newtonia archboldi","Archbold's Newtonia","Coracina cinerea -- Madagascar Cuckooshrike; Neomixis tenella -- Common Jery; Hypsipetes madagascariensis -- Madagascar Bulbul","Lucienne Wilmé",5/19/1988,1988,5,19,830,Madagascar,MG-U,Toliara,,"Reserve Naturelle Integrale 10 de Tsimanampetotsa",-24.1667,43.7667,,Unknown – 2,,Unspecified,,,,"SONY TC-D5M","Sennheiser ME 88",,,,,,,"NOTES: Recordist- 2 ind. following each otherElevation:  38m<alt.<114m.",,,,,"Newtonia archboldi",arcnew1,Species,19082.0,,,3.0,1,committed,archive,,,,"https://macaulaylibrary.org/asset/98769",,"https://ebird.org/species/arcnew1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",arcnew1
98768,Audio,"Leptopterus chabert schistocercus","Chabert Vanga (White-tailed)",,"Lucienne Wilmé",5/19/1988,1988,5,19,830,Madagascar,MG-U,Toliara,,"Reserve Naturelle Integrale 10 de Tsimanampetotsa",-24.1667,43.7667,,,,Unspecified,,,,"SONY TC-D5M","Sennheiser ME 88",,,,,,,"NOTES: Elevation:  38m<alt.<114m.",,,,,"Leptopterus chabert",chavan3,Group,19098.0,,,3.0,1,committed,archive,,,,"https://macaulaylibrary.org/asset/98768",,"https://ebird.org/species/chavan2",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chavan2
98765,Audio,"Charadrius thoracicus","Madagascar Plover","Phoenicopterus ruber -- American Flamingo; Anas erythrorhyncha -- Red-billed Duck","Lucienne Wilmé",5/19/1988,1988,5,19,630,Madagascar,MG-U,Toliara,,"Reserve Naturelle Integrale 10 de Tsimanampetotsa",-24.1667,43.7667,,Adult – 1,,Unspecified,,,,"SONY TC-D5M","Sennheiser ME 88",,,,,,,"Recordist:  1 individual near the lake, seems to protect young
Elevation:  38m<alt.<114m.",,,,,"Charadrius thoracicus",madplo1,Species,5724.0,,,3.0,1,committed,archive,,,,"https://macaulaylibrary.org/asset/98765",,"https://ebird.org/species/madplo1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",madplo1
98762,Audio,"Accipiter francesiae","Frances's Sparrowhawk",,"Lucienne Wilmé",5/17/1988,1988,5,17,1530,Madagascar,MG-U,Toliara,,"Reserve Speciale de Beza-mahafaly",-23.6667,44.5333,,Unknown – 2,,Unspecified,,,,"SONY TC-D5M","Sennheiser ME 88",,,,,,,"NOTES: Recordist- 2 ind. perched in a treeElevation:  100m<alt.<200m.",,,,,"Accipiter francesiae",fragos2,Species,7703.0,,,3.0,1,committed,archive,,,,"https://macaulaylibrary.org/asset/98762",,"https://ebird.org/species/fragos2",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",fragos2
98761,Audio,"Propithecus verreauxi","Verreaux's sifaka",,"Lucienne Wilmé",5/17/1988,1988,5,17,0,Madagascar,MG-U,Toliara,,"Reserve Speciale de Beza-mahafaly",-23.6667,44.5333,,,,Unspecified,,,,"SONY TC-D5M","Sennheiser ME 88",,,,,,,"NOTES: Elevation:  100m<alt.<200m.",,,,,,,Species,112080.0,,,3.0,1,committed,archive,,,,"https://macaulaylibrary.org/asset/98761",,,false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",t-11059148
98760,Audio,"Artamella viridis","White-headed Vanga",,"Lucienne Wilmé",5/17/1988,1988,5,17,1400,Madagascar,MG-U,Toliara,,"Reserve Speciale de Beza-mahafaly",-23.6667,44.5333,,Female – 1,,Unspecified,,,,"SONY TC-D5M","Sennheiser ME 88",,,,,,,"NOTES: Elevation:  100m<alt.<200m.",,,,,"Artamella viridis",whhvan1,Species,19115.0,,,3.0,1,committed,archive,,,,"https://macaulaylibrary.org/asset/98760",,"https://ebird.org/species/whhvan1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",whhvan1
98759,Audio,"Propithecus verreauxi","Verreaux's sifaka",,"Lucienne Wilmé",5/1/1988,1988,5,,0,Madagascar,MG,,,,,,,,,Unspecified,,,,"SONY TC-D5M","Sennheiser ME 88",,,,,,,,,,,,,,Species,112080.0,,,3.0,1,committed,archive,,,,"https://macaulaylibrary.org/asset/98759",,,false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",t-11059148
98757,Audio,"Aves sp.","bird sp.",,"Lucienne Wilmé",5/1/1988,1988,5,,0,Madagascar,MG-T,Antananarivo,,Antananarivo,-18.9167,47.5167,1250,,,Unspecified,,,,"SONY TC-D5M","Sennheiser ME 88",,,,,,,,,,,,"Aves sp.",bird1,Spuh,34501.0,,,3.0,1,committed,archive,,,,"https://macaulaylibrary.org/asset/98757",,,false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",bird1
98756,Audio,"Lonchura nana","Madagascar Munia","Nycticorax nycticorax -- Black-crowned Night-Heron; Ardea alba -- Great Egret","Lucienne Wilmé",5/1/1988,1988,5,1,730,Madagascar,MG-T,Antananarivo,,Antananarivo,-18.9167,47.5167,1250,,,Unspecified,,,,"SONY TC-D5M","Sennheiser ME 88",,,,,,,"NOTES: Recordist- 2 ad. +2young.",,,,,"Lonchura nana",madmun1,Species,34192.0,,,3.0,1,committed,archive,,,,"https://macaulaylibrary.org/asset/98756",,"https://ebird.org/species/madmun1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",madmun1
98753,Audio,"Uratelornis chimaera","Long-tailed Ground-Roller",,"Ian Sinclair",2/20/1988,1988,2,20,0,Madagascar,MG-U,Toliara,,"32.0 km N of Toliara",-23.0833,43.5833,,,,Unspecified,,,,,,,,,,,,"NOTES: Received as part of Lucienne Wilm¿'s collection.Elevation:  0m<alt.<130m.",,,,,"Uratelornis chimaera",ltgrol1,Species,9833.0,,,3.0,1,committed,archive,,,,"https://macaulaylibrary.org/asset/98753",,"https://ebird.org/species/ltgrol1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",ltgrol1
98750,Audio,"Newtonia archboldi","Archbold's Newtonia",,"Ian Sinclair",2/19/1988,1988,2,19,0,Madagascar,MG-U,Toliara,,"32.0 km N of Toliara",-23.0833,43.5833,,,Call,Unspecified,,,,,,,,,,,,"NOTES: LNS- High-pass filter at 250 Hz.Received as part of Lucienne Wilm¿'s collection.Elevation:  0m<alt.<130m. Other Behaviors: Emit Alarm.",,,,,"Newtonia archboldi",arcnew1,Species,19082.0,,,3.0,1,committed,archive,,,,"https://macaulaylibrary.org/asset/98750",,"https://ebird.org/species/arcnew1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",arcnew1
98666,Audio,"Zebrilus undulatus","Zigzag Heron","Ramphastos vitellinus -- Channel-billed Toucan; Crypturellus cinereus -- Cinereous Tinamou; Lophotriccus vitiosus -- Double-banded Pygmy-Tyrant; Myiopagis gaimardii -- Forest Elaenia; Myrmotherula surinamensis -- Guianan Streaked-Antwren; Myiothlypis rivularis -- Riverbank Warbler; Patagioenas subvinacea -- Ruddy Pigeon; Ara macao -- Scarlet Macaw; Ramphocelus carbo -- Silver-beaked Tanager; Zimmerius gracilipes -- Slender-footed Tyrannulet; Myrmoborus leucophrys -- White-browed Antbird; Procnias albus -- White Bellbird; Ramphastos tucanus -- White-throated Toucan; Myiopagis flavivertex -- Yellow-crowned Elaenia","Davis Finch",5/6/1998,1998,5,6,1030,Guyana,GY-UT,"Upper Takutu-Upper Essequibo",,"Kanuku Mountains; Maparri Creek",,,,Adult – 1,Song,Used,,,,"SONY TC-D5 PRO II","Sennheiser MKH 816T",,,,,,,"Response to playback: Approach. Response to playback: Normal song. Other Behaviors: Advertise. Habitat: River.",,,,,"Zebrilus undulatus",zigher1,Species,7057.0,,,3.0,1,committed,"archive; playback",,,,"https://macaulaylibrary.org/asset/98666",,"https://ebird.org/species/zigher1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",zigher1
98664,Audio,"Lamprospiza melanoleuca","Red-billed Pied Tanager","Chaetura spinicaudus -- Band-rumped Swift; Megaceryle alcyon -- Belted Kingfisher; Percnostola rufifrons -- Black-headed Antbird; Xiphorhynchus guttatus -- Buff-throated Woodcreeper; Crypturellus cinereus -- Cinereous Tinamou; Leptotila rufaxilla -- Gray-fronted Dove; Myrmotherula surinamensis -- Guianan Streaked-Antwren; Ara macao -- Scarlet Macaw; Saltator grossus -- Slate-colored Grosbeak; Trogon violaceus -- Guianan Trogon","Davis Finch",5/6/1998,1998,5,6,830,Guyana,GY-UT,"Upper Takutu-Upper Essequibo",,"Kanuku Mountains; Maparri Creek",,,,Unknown – 5,"Call; Foraging or Eating; Song","Not Used",,,,"SONY TC-D5 PRO II","Sennheiser MKH 816T",,,,,,,"Other Behaviors: Establish Flock Contact. Habitat: River.",,,,,"Lamprospiza melanoleuca",rbptan1,Species,32041.0,,,3.0,1,committed,"archive; no_playback",,,,"https://macaulaylibrary.org/asset/98664",,"https://ebird.org/species/rbptan1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",rbptan1
98661,Audio,"Ara macao","Scarlet Macaw","Deroptyus accipitrinus -- Red-fan Parrot","Davis Finch",5/5/1998,1998,5,5,1730,Guyana,GY-UT,"Upper Takutu-Upper Essequibo",,"Kanuku Mountains; Maparri Creek",3.3397,-59.264,,"Adult Female – 1; Adult Male – 1","Call; Courtship, Display, or Copulation; Duet; Song","Not Used",,,,"SONY TC-D5 PRO II","Sennheiser MKH 816T",,,,,,,"Other Behaviors: Mate, Advertise. Habitat: River.",,,,,"Ara macao",scamac1,Species,12394.0,,,3.0,1,committed,"archive; no_playback",,,,"https://macaulaylibrary.org/asset/98661",,"https://ebird.org/species/scamac1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",scamac1
98660,Audio,"Deroptyus accipitrinus","Red-fan Parrot","Ara macao -- Scarlet Macaw","Davis Finch",5/5/1998,1998,5,5,1715,Guyana,GY-UT,"Upper Takutu-Upper Essequibo",,"Kanuku Mountains; Maparri Creek",3.3397,-59.264,,Adult – 4,"Call; Courtship, Display, or Copulation; Duet; Song","Not Used",,,,"SONY TC-D5 PRO II","Sennheiser MKH 816T",,,,,,,"NOTES: Two pairs of these birds were displaying together on high leafless branches, deliberately turning complete forward somersaults on their perches, while calling and erecting nuchal ruffs.  Note surprising similarity of certain high whistles to those of Eurypyga helias. Other Behaviors: Mate, Advertise, Perform Visual Display. Habitat: River.",,,,,"Deroptyus accipitrinus",refpar3,Species,12351.0,,,3.0,1,committed,"archive; no_playback",,,,"https://macaulaylibrary.org/asset/98660",,"https://ebird.org/species/refpar3",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",refpar3
98658,Audio,"Procnias albus","White Bellbird","Xiphorhynchus guttatus -- Buff-throated Woodcreeper; Crypturellus cinereus -- Cinereous Tinamou; Amazona farinosa -- Mealy Parrot","Davis Finch",5/5/1998,1998,5,5,1550,Guyana,GY-UT,"Upper Takutu-Upper Essequibo",,"Kanuku Mountains; Maparri Creek",3.3307,-59.2546,,"Adult Male – 1",Song,"Not Used",,,,"SONY TC-D5 PRO II","Sennheiser MKH 816T",,,,,,,"Other Behaviors: Advertise.",,,,,"Procnias albus",whibel2,Species,15181.0,,,3.0,1,committed,"archive; no_playback",,,,"https://macaulaylibrary.org/asset/98658",,"https://ebird.org/species/whibel2",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",whibel2
98653,Audio,"Cacicus haemorrhous","Red-rumped Cacique","Brachygalba lugubris -- Brown Jacamar; Xiphorhynchus guttatus -- Buff-throated Woodcreeper; Psarocolius decumanus -- Crested Oropendola; Querula purpurata -- Purple-throated Fruitcrow; Ramphastos tucanus -- White-throated Toucan","Davis Finch",5/4/1998,1998,5,4,1630,Guyana,GY-UT,"Upper Takutu-Upper Essequibo",,"Kanuku Mountains; Maparri Creek",3.3307,-59.2546,,"Adult Male – 1","Courtship, Display, or Copulation; Song","Not Used",,,,"SONY TC-D5 PRO II","Sennheiser MKH 816T",,,,,,,"NOTES: Background MAY include the thin, rapid ticking notes of Capsiempis flaveolus. Other Behaviors: Advertise, Perform Visual Display, Social Context: Colony. Habitat: River.",,,,,"Cacicus haemorrhous",rercac1,Species,31345.0,,,3.0,1,committed,"archive; no_playback",,,,"https://macaulaylibrary.org/asset/98653",,"https://ebird.org/species/rercac1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",rercac1
98651,Audio,"Piprites chloris","Wing-barred Piprites","Leptotila rufaxilla -- Gray-fronted Dove; Procnias albus -- White Bellbird","Davis Finch",5/4/1998,1998,5,4,1530,Guyana,GY-UT,"Upper Takutu-Upper Essequibo",,"Kanuku Mountains; Maparri Creek",3.3307,-59.2546,,"Adult Male – 1",Song,Used,,,,"SONY TC-D5 PRO II","Sennheiser MKH 816T",,,,,,,"Response to playback: Approach. Response to playback: Normal song. Other Behaviors: Advertise. Habitat: River.",,,,,"Piprites chloris",wibpip1,Species,15385.0,,,3.0,1,committed,"archive; playback",,,,"https://macaulaylibrary.org/asset/98651",,"https://ebird.org/species/wibpip1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",wibpip1
98650,Audio,"Henicorhina leucosticta [leucosticta Group]","White-breasted Wood-Wren (Black-capped)","Lanio fulvus -- Fulvous Shrike-Tanager","Davis Finch",5/4/1998,1998,5,4,1130,Guyana,GY-UT,"Upper Takutu-Upper Essequibo",,"Kanuku Mountains; Maparri Creek",3.3307,-59.2546,,"Adult Female – 1; Adult Male – 1","Call; Song",Used,,,,"SONY TC-D5 PRO II","Sennheiser MKH 816T",,,,,,,"NOTES: First cut is male, second is female, third  is chattering scold given by both members of the pair. Response to playback: Approach. Response to playback: Normal song. Other Behaviors: Advertise.",,,,,"Henicorhina leucosticta",whbwow3,Group,22737.0,,,3.0,1,committed,"archive; playback",,,,"https://macaulaylibrary.org/asset/98650",,"https://ebird.org/species/wbwwre1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",wbwwre1
98646,Audio,"Hypocnemoides melanopogon","Black-chinned Antbird","Campephilus sp. -- Campephilus sp.","Davis Finch",5/3/1998,1998,5,3,1730,Guyana,GY-UT,"Upper Takutu-Upper Essequibo",,"Kanuku Mountains; Maparri Creek",3.3307,-59.2546,,"Adult Female – 1; Adult Male – 1","Courtship, Display, or Copulation; Song","Not Used",,,,"SONY TC-D5 PRO II","Sennheiser MKH 816T",,,,,,,"Other Behaviors: Mate, Advertise. Habitat: River.",,,,,"Hypocnemoides melanopogon",blcant3,Species,13275.0,,,3.0,1,committed,"archive; no_playback",,,,"https://macaulaylibrary.org/asset/98646",,"https://ebird.org/species/blcant3",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",blcant3
98645,Audio,"Cantorchilus leucotis","Buff-breasted Wren","Hypocnemoides melanopogon -- Black-chinned Antbird; Xiphorhynchus guttatus -- Buff-throated Woodcreeper; Thalurania furcata -- Fork-tailed Woodnymph; Tinamus major -- Great Tinamou; Cercomacra cinerascens -- Gray Antbird; Myrmotherula surinamensis -- Guianan Streaked-Antwren; Saltator grossus -- Slate-colored Grosbeak; Myrmothera campanisona -- Thrush-like Antpitta; Conopias parvus -- Yellow-throated Flycatcher","Davis Finch",5/3/1998,1998,5,3,1600,Guyana,GY-UT,"Upper Takutu-Upper Essequibo",,"Kanuku Mountains; Maparri Creek",3.3307,-59.2546,,Adult – 1,"Call; Song","Not Used",,,,"SONY TC-D5 PRO II","Sennheiser MKH 816T",,,,,,,"Other Behaviors: Advertise. Habitat: River.",,,,,"Cantorchilus leucotis",bubwre1,Species,26487.0,,,3.0,1,committed,"archive; no_playback",,,,"https://macaulaylibrary.org/asset/98645",,"https://ebird.org/species/bubwre1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",bubwre1
98644,Audio,"Brachygalba lugubris","Brown Jacamar","Monasa atra -- Black Nunbird; Hylophilus thoracicus -- Lemon-chested Greenlet; Xiphorhynchus obsoletus -- Striped Woodcreeper","Davis Finch",5/3/1998,1998,5,3,1545,Guyana,GY-UT,"Upper Takutu-Upper Essequibo",,"Kanuku Mountains; Maparri Creek",3.3307,-59.2546,,Adult – 1,Call,"Not Used",,,,"SONY TC-D5 PRO II","Sennheiser MKH 816T",,,,,,,"Other Behaviors: Advertise. Habitat: River.",,,,,"Brachygalba lugubris",brojac2,Species,9936.0,,,3.0,1,committed,"archive; no_playback",,,,"https://macaulaylibrary.org/asset/98644",,"https://ebird.org/species/brojac2",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",brojac2
98642,Audio,"Lanio fulvus","Fulvous Shrike-Tanager","Automolus sp. -- Automolus sp.; Monasa atra -- Black Nunbird; Brachygalba lugubris -- Brown Jacamar; Cantorchilus leucotis -- Buff-breasted Wren; Xiphorhynchus guttatus -- Buff-throated Woodcreeper; Cymbilaimus lineatus -- Fasciated Antshrike; Trogon viridis -- Green-backed Trogon; Patagioenas subvinacea -- Ruddy Pigeon; Xiphorhynchus obsoletus -- Striped Woodcreeper; Ramphastos tucanus -- White-throated Toucan; Lipaugus vociferans -- Screaming Piha; Ara sp. -- large macaw sp.","Davis Finch",5/3/1998,1998,5,3,1130,Guyana,GY-UT,"Upper Takutu-Upper Essequibo",,"Kanuku Mountains; Maparri Creek",3.3307,-59.2546,,"Adult Male – 1; Adult – 1",Call,Used,,,,"SONY TC-D5 PRO II","Sennheiser MKH 816T",,,,,,,"Response to playback: Approach. Response to playback: Normal song.",,,,,"Lanio fulvus",fustan1,Species,33449.0,,,3.0,1,committed,"archive; playback",,,,"https://macaulaylibrary.org/asset/98642",,"https://ebird.org/species/fustan1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",fustan1
98641,Audio,"Myrmotherula brachyura","Pygmy Antwren","Pheugopedius coraya -- Coraya Wren; Querula purpurata -- Purple-throated Fruitcrow; Lipaugus vociferans -- Screaming Piha","Davis Finch",5/3/1998,1998,5,3,1053,Guyana,GY-UT,"Upper Takutu-Upper Essequibo",,"Kanuku Mountains; Maparri Creek",3.3307,-59.2546,,"Adult Female – 1; Adult Male – 1",Song,"Not Used",,,,"SONY TC-D5 PRO II","Sennheiser MKH 816T",,,,,,,"Habitat: River.",,,,,"Myrmotherula brachyura",pygant1,Species,13027.0,,,3.0,1,committed,"archive; no_playback",,,,"https://macaulaylibrary.org/asset/98641",,"https://ebird.org/species/pygant1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",pygant1
98640,Audio,"Microrhopias quixensis","Dot-winged Antwren","Xiphorhynchus guttatus -- Buff-throated Woodcreeper; Patagioenas subvinacea -- Ruddy Pigeon; Ara macao -- Scarlet Macaw; Lipaugus vociferans -- Screaming Piha; Procnias albus -- White Bellbird; Ramphastos tucanus -- White-throated Toucan; Myiopagis flavivertex -- Yellow-crowned Elaenia","Davis Finch",5/3/1998,1998,5,3,845,Guyana,GY-UT,"Upper Takutu-Upper Essequibo",,"Kanuku Mountains; Maparri Creek",3.3307,-59.2546,,"Adult Male – 1; Unknown – 2","Call; Foraging or Eating; Song",Used,,,,"SONY TC-D5 PRO II","Sennheiser MKH 816T",,,,,,,"Response to playback: Approach. Response to playback: Normal song. Other Behaviors: Establish Flock Contact, Social Context: Family. Habitat: River.",,,,,"Microrhopias quixensis",dowant1,Species,13026.0,,,3.0,1,committed,"archive; playback",,,,"https://macaulaylibrary.org/asset/98640",,"https://ebird.org/species/dowant1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",dowant1
98638,Audio,"Xiphocolaptes promeropirhynchus [promeropirhynchus Group]","Strong-billed Woodcreeper (Andean/Northern)","Xiphorhynchus guttatus -- Buff-throated Woodcreeper","Davis Finch",5/2/1998,1998,5,2,1800,Guyana,GY-UT,"Upper Takutu-Upper Essequibo",,"Kanuku Mountains; Maparri Creek",3.3307,-59.2546,,Unknown – 2,Song,"Not Used",,,,"SONY TC-D5 PRO II","Sennheiser MKH 816T",,,,,,,"Other Behaviors: Dusk Song, Advertise.",,,,,"Xiphocolaptes promeropirhynchus",stbwoo7,Group,13917.0,,,3.0,1,committed,"archive; no_playback",,,,"https://macaulaylibrary.org/asset/98638",,"https://ebird.org/species/stbwoo1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",stbwoo1
98635,Audio,"Ara macao","Scarlet Macaw","Cacicus haemorrhous -- Red-rumped Cacique; Atticora fasciata -- White-banded Swallow","Davis Finch",5/2/1998,1998,5,2,1630,Guyana,GY-UT,"Upper Takutu-Upper Essequibo",,"Kanuku Mountains; Maparri Creek",3.3307,-59.2546,,Unknown – 2,"Courtship, Display, or Copulation; Flying; Song","Not Used",,,,"SONY TC-D5 PRO II","Sennheiser MKH 816T",,,,,,,"Other Behaviors: Mate, Advertise. Habitat: River.",,,,,"Ara macao",scamac1,Species,12394.0,,,3.0,1,committed,"archive; no_playback",,,,"https://macaulaylibrary.org/asset/98635",,"https://ebird.org/species/scamac1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",scamac1
98631,Audio,"Psophia crepitans crepitans","Gray-winged Trumpeter (Gray-winged)","Ramphastos vitellinus -- Channel-billed Toucan; Patagioenas subvinacea -- Ruddy Pigeon; Procnias albus -- White Bellbird","Davis Finch",5/2/1998,1998,5,2,900,Guyana,GY-UT,"Upper Takutu-Upper Essequibo",,"Kanuku Mountains; Maparri Creek",3.3307,-59.2546,,,"Call; Foraging or Eating","Not Used",,,,"SONY TC-D5 PRO II","Sennheiser MKH 816T",,,,,,,"Number of individuals=UU5+;. Other Behaviors: Establish Flock Contact.",,,,,"Psophia crepitans",gywtru3,Group,5494.0,,,3.0,1,committed,"archive; no_playback",,,,"https://macaulaylibrary.org/asset/98631",,"https://ebird.org/species/gywtru1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",gywtru1
98629,Audio,"Thamnophilus murinus","Mouse-colored Antshrike","Jacamerops aureus -- Great Jacamar; Lipaugus vociferans -- Screaming Piha; Microcerculus bambla -- Wing-banded Wren","Davis Finch",5/1/1998,1998,5,1,1300,Guyana,GY-UT,"Upper Takutu-Upper Essequibo",,"Kanuku Mountains; Maparri Creek",3.3307,-59.2546,,"Adult Female – 1; Adult Male – 1",Song,Used,,,,"SONY TC-D5 PRO II","Sennheiser MKH 816T",,,,,,,"Response to playback: Approach. Response to playback: Normal song. Other Behaviors: Advertise.",,,,,"Thamnophilus murinus",mocant1,Species,12856.0,,,3.0,1,committed,"archive; playback",,,,"https://macaulaylibrary.org/asset/98629",,"https://ebird.org/species/mocant1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",mocant1
98627,Audio,"Colinus cristatus [cristatus Group]","Crested Bobwhite (Crested)","Hylophilus pectoralis -- Ashy-headed Greenlet; Cantorchilus leucotis -- Buff-breasted Wren; Troglodytes aedon -- House Wren; Crypturellus undulatus -- Undulated Tinamou; Leptotila verreauxi -- White-tipped Dove; Columbina sp. -- ground dove/Inca Dove sp.","Davis Finch",4/30/1998,1998,4,30,530,Guyana,GY-UT,"Upper Takutu-Upper Essequibo",,"Rupununi River Near  Mobai; Karanambu Ranch",3.75,-59.3,91,"Adult Male – 1","Call; Song","Not Used",,,,"SONY TC-D5 PRO II","Sennheiser MKH 816T",,,,,,,"ML: Subject changed by ML archival staff from Colinus cristatus to Colinus cristatus [cristatus Group] following eBird/Clements v2016. -Jay McGowan, 3 Aug 2016. Number of individuals=JU5+;. Other Behaviors: Advertise, Social Context: Family.",,,,,"Colinus cristatus",crebob3,Group,951.0,,,3.0,1,committed,"archive; no_playback",,,,"https://macaulaylibrary.org/asset/98627",,"https://ebird.org/species/crebob1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",crebob1
98622,Audio,"Neopelma pallescens","Pale-bellied Tyrant-Manakin","Atalotriccus pilaris -- Pale-eyed Pygmy-Tyrant","Davis Finch",4/29/1998,1998,4,29,1430,Guyana,GY-UT,"Upper Takutu-Upper Essequibo",,"Karanambu Ranch",3.75,-59.3,91,Adult – 1,Call,Used,,,,"SONY TC-D5 PRO II","Sennheiser MKH 816T",,,,,,,"Response to playback: Approach. Response to playback: Normal song. Other Behaviors: Scold.",,,,,"Neopelma pallescens",pbtman1,Species,14934.0,,,3.0,1,committed,"archive; playback",,,,"https://macaulaylibrary.org/asset/98622",,"https://ebird.org/species/pbtman1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",pbtman1
